B,17,pez-clj-bitset,5890
B,17,pez-clj-boolean-array,9096
B,17,pez-clj-bitset,2714
B,17,pez-clj-boolean-array,9210
B,17,pez-clj-bitset,2747
B,17,pez-clj-boolean-array,9318
B,17,pez-clj-bitset,5806
B,17,pez-clj-boolean-array,9297
B,17,pez-clj-bitset,5768
B,17,pez-clj-boolean-array,9332
B,17,pez-clj-bitset,5787
B,17,pez-clj-boolean-array,9061
B,17,pez-clj-bitset,5769
B,17,pez-clj-boolean-array,9258
B,17,pez-clj-bitset,2695
B,17,pez-clj-boolean-array,9059
B,17,pez-clj-bitset,2694
B,17,pez-clj-boolean-array,9083
B,17,pez-clj-bitset,2703
B,17,pez-clj-boolean-array,9044
B,17,pez-clj-bitset,5558
B,17,pez-clj-boolean-array,9220
B,17,pez-clj-bitset,5741
B,17,pez-clj-boolean-array,9057
B,17,pez-clj-bitset,5766
B,17,pez-clj-boolean-array,9128
B,17,pez-clj-bitset,2727
B,17,pez-clj-boolean-array,9214
B,17,pez-clj-bitset,2690
B,17,pez-clj-boolean-array,9180
B,17,pez-clj-bitset,2691
B,17,pez-clj-boolean-array,9245
B,17,pez-clj-bitset,2700
B,17,pez-clj-boolean-array,9213
B,17,pez-clj-bitset,2706
B,17,pez-clj-boolean-array,9082
B,17,pez-clj-bitset,2702
B,17,pez-clj-boolean-array,9209
B,17,pez-clj-bitset,5808
B,17,pez-clj-boolean-array,9254
B,17,pez-clj-bitset,2710
B,17,pez-clj-boolean-array,9134
B,17,pez-clj-bitset,2707
B,17,pez-clj-boolean-array,9264
B,17,pez-clj-bitset,5733
B,17,pez-clj-boolean-array,9205
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,9138
B,17,pez-clj-bitset,5785
B,17,pez-clj-boolean-array,8959
B,17,pez-clj-bitset,5828
B,17,pez-clj-boolean-array,9025
B,17,pez-clj-bitset,2686
B,17,pez-clj-boolean-array,9192
B,17,pez-clj-bitset,2716
B,17,pez-clj-boolean-array,9117
B,17,pez-clj-bitset,2666
B,17,pez-clj-boolean-array,9129
B,17,pez-clj-bitset,2703
B,17,pez-clj-boolean-array,8948
B,17,pez-clj-bitset,5529
B,17,pez-clj-boolean-array,9177
B,17,pez-clj-bitset,2705
B,17,pez-clj-boolean-array,9257
B,17,pez-clj-bitset,2700
B,17,pez-clj-boolean-array,8934
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,8953
B,17,pez-clj-bitset,2704
B,17,pez-clj-boolean-array,8957
B,17,pez-clj-bitset,2704
B,17,pez-clj-boolean-array,9148
B,17,pez-clj-bitset,2687
B,17,pez-clj-boolean-array,9300
B,17,pez-clj-bitset,2717
B,17,pez-clj-boolean-array,8972
B,17,pez-clj-bitset,2706
B,17,pez-clj-boolean-array,9006
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,8989
B,17,pez-clj-bitset,2704
B,17,pez-clj-boolean-array,9177
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,8924
B,17,pez-clj-bitset,2694
B,17,pez-clj-boolean-array,9023
B,17,pez-clj-bitset,5756
B,17,pez-clj-boolean-array,9035
B,17,pez-clj-bitset,5524
B,17,pez-clj-boolean-array,8880
B,17,pez-clj-bitset,2698
B,17,pez-clj-boolean-array,8914
B,17,pez-clj-bitset,5744
B,17,pez-clj-boolean-array,8970
B,17,pez-clj-bitset,5566
B,17,pez-clj-boolean-array,8940
B,17,pez-clj-bitset,5818
B,17,pez-clj-boolean-array,8878
B,17,pez-clj-bitset,5809
B,17,pez-clj-boolean-array,9134
B,17,pez-clj-bitset,2712
B,17,pez-clj-boolean-array,9045
B,17,pez-clj-bitset,2702
B,17,pez-clj-boolean-array,9139
B,17,pez-clj-bitset,2706
B,17,pez-clj-boolean-array,9103
B,17,pez-clj-bitset,2705
B,17,pez-clj-boolean-array,9103
B,17,pez-clj-bitset,2723
B,17,pez-clj-boolean-array,9135
B,17,pez-clj-bitset,5552
B,17,pez-clj-boolean-array,9118
B,17,pez-clj-bitset,2705
B,17,pez-clj-boolean-array,9078
B,17,pez-clj-bitset,2716
B,17,pez-clj-boolean-array,9067
B,17,pez-clj-bitset,2695
B,17,pez-clj-boolean-array,9170
B,17,pez-clj-bitset,2647
B,17,pez-clj-boolean-array,8923
B,17,pez-clj-bitset,5791
B,17,pez-clj-boolean-array,8871
B,17,pez-clj-bitset,2707
B,17,pez-clj-boolean-array,9136
B,17,pez-clj-bitset,5796
B,17,pez-clj-boolean-array,9158
B,17,pez-clj-bitset,5816
B,17,pez-clj-boolean-array,9067
B,17,pez-clj-bitset,5724
B,17,pez-clj-boolean-array,8964
B,17,pez-clj-bitset,5614
B,17,pez-clj-boolean-array,9238
B,17,pez-clj-bitset,2725
B,17,pez-clj-boolean-array,9089
B,17,pez-clj-bitset,2683
B,17,pez-clj-boolean-array,9079
B,17,pez-clj-bitset,5777
B,17,pez-clj-boolean-array,9101
B,17,pez-clj-bitset,2662
B,17,pez-clj-boolean-array,9141
B,17,pez-clj-bitset,5752
B,17,pez-clj-boolean-array,9066
B,17,pez-clj-bitset,2702
B,17,pez-clj-boolean-array,8942
B,17,pez-clj-bitset,2710
B,17,pez-clj-boolean-array,8940
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,9062
B,17,pez-clj-bitset,5544
B,17,pez-clj-boolean-array,8947
B,17,pez-clj-bitset,5664
B,17,pez-clj-boolean-array,9095
B,17,pez-clj-bitset,2706
B,17,pez-clj-boolean-array,9119
B,17,pez-clj-bitset,5721
B,17,pez-clj-boolean-array,9165
B,17,pez-clj-bitset,5803
B,17,pez-clj-boolean-array,9120
B,17,pez-clj-bitset,2666
B,17,pez-clj-boolean-array,8884
B,17,pez-clj-bitset,2695
B,17,pez-clj-boolean-array,9156
B,17,pez-clj-bitset,5817
B,17,pez-clj-boolean-array,8950
B,17,pez-clj-bitset,5705
B,17,pez-clj-boolean-array,9195
B,17,pez-clj-bitset,2705
B,17,pez-clj-boolean-array,9090
B,17,pez-clj-bitset,2715
B,17,pez-clj-boolean-array,9156
B,17,pez-clj-bitset,2682
B,17,pez-clj-boolean-array,9017
B,17,pez-clj-bitset,2719
B,17,pez-clj-boolean-array,8970
B,17,pez-clj-bitset,2704
B,17,pez-clj-boolean-array,8974
B,17,pez-clj-bitset,2702
B,17,pez-clj-boolean-array,9125
B,17,pez-clj-bitset,2698
B,17,pez-clj-boolean-array,9093
B,17,pez-clj-bitset,5762
B,17,pez-clj-boolean-array,9038
B,17,pez-clj-bitset,5794
B,17,pez-clj-boolean-array,9052
B,17,pez-clj-bitset,5563
B,17,pez-clj-boolean-array,9025
B,17,pez-clj-bitset,2699
B,17,pez-clj-boolean-array,8932
B,17,pez-clj-bitset,5540
B,17,pez-clj-boolean-array,8948
B,17,pez-clj-bitset,5795
B,17,pez-clj-boolean-array,9237
B,17,pez-clj-bitset,5574
B,17,pez-clj-boolean-array,9146
B,17,pez-clj-bitset,2724
B,17,pez-clj-boolean-array,9043
B,17,pez-clj-bitset,2697
B,17,pez-clj-boolean-array,8973
B,17,pez-clj-bitset,2691
B,17,pez-clj-boolean-array,9137
